mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_beta_params,param_n_components,param_scale,param_spectral_radius,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
227.9502834479014,42.32914910366239,0.024046977361043293,0.0004953750725047746,"(0, 1.0)",128,0.01,0.3,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 0.01, 'spectral_radius': 0.3}",-0.005917446981999808,-0.019464400344632694,-0.012110819420266313,-0.012497555582299605,0.0055372773090876706,11
224.0417284965515,42.64922307764716,0.024596532185872395,0.0005860977979246042,"(0, 1.0)",128,0.01,0.6,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 0.01, 'spectral_radius': 0.6}",-0.007411915481753544,-0.01967493814889037,-0.012129118006297498,-0.013071990545647139,0.005050556913369233,22
209.91317733128867,35.6161514718758,0.024099349975585938,3.3702302527819456e-05,"(0, 1.0)",128,0.01,0.9,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 0.01, 'spectral_radius': 0.9}",-0.00629477611278825,-0.020050759021692528,-0.01228318582964863,-0.01287624032137647,0.0056314919083155675,18
224.21427973111471,40.05451954906108,0.02409084637959798,0.0006458012892636016,"(0, 1.0)",128,1.0,0.3,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 1.0, 'spectral_radius': 0.3}",-0.005755393140285503,-0.019275791296874626,-0.012163615546698942,-0.012398266661286357,0.00552217272682637,1
225.61923909187317,38.430665184020896,0.024133920669555664,0.000725053674289355,"(0, 1.0)",128,1.0,0.6,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 1.0, 'spectral_radius': 0.6}",-0.006588502911730105,-0.0196619345768507,-0.012191898000982514,-0.01281411182985444,0.00535530991398718,16
211.77800377209982,53.536779197902106,0.02421991030375163,0.0005191782429008479,"(0, 1.0)",128,1.0,0.9,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 1.0, 'spectral_radius': 0.9}",-0.006532619851642211,-0.020228471086071002,-0.012071464401823231,-0.012944185113178816,0.005625259480766074,20
220.36425336201987,47.12850289801678,0.023739417394002277,0.000244202420780119,"(0, 1.0)",128,10.0,0.3,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 10.0, 'spectral_radius': 0.3}",-0.005977089244507522,-0.019358370821182493,-0.012123449520581033,-0.012486303195423683,0.0054689073406288,9
232.37287871042886,42.440040907308564,0.023533980051676433,0.00021919165072540413,"(0, 1.0)",128,10.0,0.6,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 10.0, 'spectral_radius': 0.6}",-0.006622655122347209,-0.019752188536221228,-0.012250927273895554,-0.012875256977487997,0.005378258863275329,17
214.271177371343,43.54697379723009,0.023496627807617188,0.0001683252053540833,"(0, 1.0)",128,10.0,0.9,"{'beta_params': (0, 1.0), 'n_components': 128, 'scale': 10.0, 'spectral_radius': 0.9}",-0.006462686956744152,-0.020539950829022526,-0.012345056799753033,-0.013115898195173238,0.005772809072142059,23
18.8994619846344,9.043279615712159,0.024376948674519856,0.0006110457584451349,"(0, 10.0)",4,0.01,0.3,"{'beta_params': (0, 10.0), 'n_components': 4, 'scale': 0.01, 'spectral_radius': 0.3}",-0.007740400943210674,-0.021759997219549847,-0.012643691386412005,-0.014048029849724175,0.0058089812547777704,51
